n,T,pr,Model,Activity,Scenario,Region,Label,Mask,Season,Year,
257,0.01,2.64,cccma_cgcm3_1,CMIP3,A1B,West Coast South America,WSA,land,JJA,2085,
258,-0.12,2.53,cccma_cgcm3_1,CMIP3,A1B,West Coast South America,WSA,land,MAM,2085,
259,-0.04,2.59,cccma_cgcm3_1,CMIP3,A1B,West Coast South America,WSA,land,SON,2085,
260,0.28,5.31,cccma_cgcm3_1_t6,CMIP3,A1B,Alaska/NW Canada,ALA,land,ANN,2085,
261,0.31,8.53,cccma_cgcm3_1_t6,CMIP3,A1B,Alaska/NW Canada,ALA,land,DJF,2085,
262,0.27,2.59,cccma_cgcm3_1_t6,CMIP3,A1B,Alaska/NW Canada,ALA,land,JJA,2085,
263,0.19,4.46,cccma_cgcm3_1_t6,CMIP3,A1B,Alaska/NW Canada,ALA,land,MAM,2085,
264,0.36,5.67,cccma_cgcm3_1_t6,CMIP3,A1B,Alaska/NW Canada,ALA,land,SON,2085,
265,-0.11,3.88,cccma_cgcm3_1_t6,CMIP3,A1B,South America: Amazon,AMZ,land,ANN,2085,
266,0.02,3.91,cccma_cgcm3_1_t6,CMIP3,A1B,South America: Amazon,AMZ,land,DJF,2085,
267,-0.09,3.94,cccma_cgcm3_1_t6,CMIP3,A1B,South America: Amazon,AMZ,land,JJA,2085,
268,-0.04,3.53,cccma_cgcm3_1_t6,CMIP3,A1B,South America: Amazon,AMZ,land,MAM,2085,
269,-0.31,4.13,cccma_cgcm3_1_t6,CMIP3,A1B,South America: Amazon,AMZ,land,SON,2085,
270,-0.49,2.97,cccma_cgcm3_1_t6,CMIP3,A1B,Central America,CAM,land,ANN,2085,
271,0.06,2.83,cccma_cgcm3_1_t6,CMIP3,A1B,Central America,CAM,land,DJF,2085,
272,-1.09,3.05,cccma_cgcm3_1_t6,CMIP3,A1B,Central America,CAM,land,JJA,2085,
273,-0.1,2.99,cccma_cgcm3_1_t6,CMIP3,A1B,Central America,CAM,land,MAM,2085,
274,-0.83,3.02,cccma_cgcm3_1_t6,CMIP3,A1B,Central America,CAM,land,SON,2085,
275,0.01,4.21,cccma_cgcm3_1_t6,CMIP3,A1B,Central Asia,CAS,land,ANN,2085,
276,0.04,4.28,cccma_cgcm3_1_t6,CMIP3,A1B,Central Asia,CAS,land,DJF,2085,
277,0.06,4.15,cccma_cgcm3_1_t6,CMIP3,A1B,Central Asia,CAS,land,JJA,2085,
278,-0.13,4.42,cccma_cgcm3_1_t6,CMIP3,A1B,Central Asia,CAS,land,MAM,2085,
279,0.07,3.98,cccma_cgcm3_1_t6,CMIP3,A1B,Central Asia,CAS,land,SON,2085,
280,0.14,3.15,cccma_cgcm3_1_t6,CMIP3,A1B,Central Europe,CEU,land,ANN,2085,
281,0.36,3.53,cccma_cgcm3_1_t6,CMIP3,A1B,Central Europe,CEU,land,DJF,2085,
282,-0.09,2.87,cccma_cgcm3_1_t6,CMIP3,A1B,Central Europe,CEU,land,JJA,2085,
283,0.27,3.32,cccma_cgcm3_1_t6,CMIP3,A1B,Central Europe,CEU,land,MAM,2085,
284,0.04,2.89,cccma_cgcm3_1_t6,CMIP3,A1B,Central Europe,CEU,land,SON,2085,
285,0.26,4.97,cccma_cgcm3_1_t6,CMIP3,A1B,High-latitudes: Canada/Greenland/Iceland,CGI,land,ANN,2085,
286,0.26,7.68,cccma_cgcm3_1_t6,CMIP3,A1B,High-latitudes: Canada/Greenland/Iceland,CGI,land,DJF,2085,
287,0.24,2.52,cccma_cgcm3_1_t6,CMIP3,A1B,High-latitudes: Canada/Greenland/Iceland,CGI,land,JJA,2085,
288,0.22,4.53,cccma_cgcm3_1_t6,CMIP3,A1B,High-latitudes: Canada/Greenland/Iceland,CGI,land,MAM,2085,
289,0.31,5.17,cccma_cgcm3_1_t6,CMIP3,A1B,High-latitudes: Canada/Greenland/Iceland,CGI,land,SON,2085,
290,0.14,3.56,cccma_cgcm3_1_t6,CMIP3,A1B,Central North America,CNA,land,ANN,2085,
291,0.14,3.64,cccma_cgcm3_1_t6,CMIP3,A1B,Central North America,CNA,land,DJF,2085,
292,0.02,3.68,cccma_cgcm3_1_t6,CMIP3,A1B,Central North America,CNA,land,JJA,2085,
293,0.14,3.35,cccma_cgcm3_1_t6,CMIP3,A1B,Central North America,CNA,land,MAM,2085,
294,0.26,3.59,cccma_cgcm3_1_t6,CMIP3,A1B,Central North America,CNA,land,SON,2085,
295,0.16,3.51,cccma_cgcm3_1_t6,CMIP3,A1B,East Africa,EAF,land,ANN,2085,
296,0.25,3.56,cccma_cgcm3_1_t6,CMIP3,A1B,East Africa,EAF,land,DJF,2085,
297,-0.13,3.64,cccma_cgcm3_1_t6,CMIP3,A1B,East Africa,EAF,land,JJA,2085,
298,0.48,3.32,cccma_cgcm3_1_t6,CMIP3,A1B,East Africa,EAF,land,MAM,2085,
299,0.04,3.52,cccma_cgcm3_1_t6,CMIP3,A1B,East Africa,EAF,land,SON,2085,
300,0.22,2.94,cccma_cgcm3_1_t6,CMIP3,A1B,Eastern Asia,EAS,land,ANN,2085,
301,0.0,3.22,cccma_cgcm3_1_t6,CMIP3,A1B,Eastern Asia,EAS,land,DJF,2085,
302,0.39,2.99,cccma_cgcm3_1_t6,CMIP3,A1B,Eastern Asia,EAS,land,JJA,2085,
303,0.27,2.7,cccma_cgcm3_1_t6,CMIP3,A1B,Eastern Asia,EAS,land,MAM,2085,
304,0.21,2.86,cccma_cgcm3_1_t6,CMIP3,A1B,Eastern Asia,EAS,land,SON,2085,
305,0.18,2.99,cccma_cgcm3_1_t6,CMIP3,A1B,Eastern North America,ENA,land,ANN,2085,
306,0.67,3.24,cccma_cgcm3_1_t6,CMIP3,A1B,Eastern North America,ENA,land,DJF,2085,
307,-0.25,2.82,cccma_cgcm3_1_t6,CMIP3,A1B,Eastern North America,ENA,land,JJA,2085,
308,0.2,2.89,cccma_cgcm3_1_t6,CMIP3,A1B,Eastern North America,ENA,land,MAM,2085,
309,0.11,3.02,cccma_cgcm3_1_t6,CMIP3,A1B,Eastern North America,ENA,land,SON,2085,
310,-0.17,3.49,cccma_cgcm3_1_t6,CMIP3,A1B,Southern Europe/Mediterranean,MED,land,ANN,2085,
311,-0.05,3.03,cccma_cgcm3_1_t6,CMIP3,A1B,Southern Europe/Mediterranean,MED,land,DJF,2085,
312,-0.26,4.05,cccma_cgcm3_1_t6,CMIP3,A1B,Southern Europe/Mediterranean,MED,land,JJA,2085,
313,-0.13,3.43,cccma_cgcm3_1_t6,CMIP3,A1B,Southern Europe/Mediterranean,MED,land,MAM,2085,
314,-0.22,3.45,cccma_cgcm3_1_t6,CMIP3,A1B,Southern Europe/Mediterranean,MED,land,SON,2085,
315,0.23,4.48,cccma_cgcm3_1_t6,CMIP3,A1B,North Asia,NAS,land,ANN,2085,
316,0.22,6.5,cccma_cgcm3_1_t6,CMIP3,A1B,North Asia,NAS,land,DJF,2085,
317,0.26,3.21,cccma_cgcm3_1_t6,CMIP3,A1B,North Asia,NAS,land,JJA,2085,
318,0.22,3.82,cccma_cgcm3_1_t6,CMIP3,A1B,North Asia,NAS,land,MAM,2085,
319,0.21,4.39,cccma_cgcm3_1_t6,CMIP3,A1B,North Asia,NAS,land,SON,2085,
320,0.21,3.33,cccma_cgcm3_1_t6,CMIP3,A1B,Australia/North Australia,NAU,land,ANN,2085,
321,0.45,3.29,cccma_cgcm3_1_t6,CMIP3,A1B,Australia/North Australia,NAU,land,DJF,2085,
322,0.11,3.21,cccma_cgcm3_1_t6,CMIP3,A1B,Australia/North Australia,NAU,land,JJA,2085,
323,0.23,3.37,cccma_cgcm3_1_t6,CMIP3,A1B,Australia/North Australia,NAU,land,MAM,2085,
324,0.05,3.44,cccma_cgcm3_1_t6,CMIP3,A1B,Australia/North Australia,NAU,land,SON,2085,
325,-0.16,3.36,cccma_cgcm3_1_t6,CMIP3,A1B,Northeast Brazil,NEB,land,ANN,2085,
326,-0.39,3.3,cccma_cgcm3_1_t6,CMIP3,A1B,Northeast Brazil,NEB,land,DJF,2085,
327,-0.07,3.25,cccma_cgcm3_1_t6,CMIP3,A1B,Northeast Brazil,NEB,land,JJA,2085,
328,-0.06,3.15,cccma_cgcm3_1_t6,CMIP3,A1B,Northeast Brazil,NEB,land,MAM,2085,
329,-0.09,3.74,cccma_cgcm3_1_t6,CMIP3,A1B,Northeast Brazil,NEB,land,SON,2085,
330,0.27,4.04,cccma_cgcm3_1_t6,CMIP3,A1B,Northern Europe,NEU,land,ANN,2085,
331,0.42,5.59,cccma_cgcm3_1_t6,CMIP3,A1B,Northern Europe,NEU,land,DJF,2085,
332,0.11,2.74,cccma_cgcm3_1_t6,CMIP3,A1B,Northern Europe,NEU,land,JJA,2085,
333,0.23,4.69,cccma_cgcm3_1_t6,CMIP3,A1B,Northern Europe,NEU,land,MAM,2085,
334,0.32,3.16,cccma_cgcm3_1_t6,CMIP3,A1B,Northern Europe,NEU,land,SON,2085,
335,-0.03,2.96,cccma_cgcm3_1_t6,CMIP3,A1B,Southern Africa,SAF,land,ANN,2085,
336,0.22,2.85,cccma_cgcm3_1_t6,CMIP3,A1B,Southern Africa,SAF,land,DJF,2085,
337,-0.16,2.96,cccma_cgcm3_1_t6,CMIP3,A1B,Southern Africa,SAF,land,JJA,2085,
338,-0.05,2.97,cccma_cgcm3_1_t6,CMIP3,A1B,Southern Africa,SAF,land,MAM,2085,
339,-0.13,3.08,cccma_cgcm3_1_t6,CMIP3,A1B,Southern Africa,SAF,land,SON,2085,
340,-0.12,4.09,cccma_cgcm3_1_t6,CMIP3,A1B,Africa: Sahara,SAH,land,ANN,2085,
341,-0.02,3.71,cccma_cgcm3_1_t6,CMIP3,A1B,Africa: Sahara,SAH,land,DJF,2085,
342,-0.2,4.28,cccma_cgcm3_1_t6,CMIP3,A1B,Africa: Sahara,SAH,land,JJA,2085,
343,-0.14,4.38,cccma_cgcm3_1_t6,CMIP3,A1B,Africa: Sahara,SAH,land,MAM,2085,
344,-0.11,3.98,cccma_cgcm3_1_t6,CMIP3,A1B,Africa: Sahara,SAH,land,SON,2085,
345,0.44,3.21,cccma_cgcm3_1_t6,CMIP3,A1B,South Asia,SAS,land,ANN,2085,
346,0.11,3.42,cccma_cgcm3_1_t6,CMIP3,A1B,South Asia,SAS,land,DJF,2085,
347,0.92,2.84,cccma_cgcm3_1_t6,CMIP3,A1B,South Asia,SAS,land,JJA,2085,
348,0.21,3.51,cccma_cgcm3_1_t6,CMIP3,A1B,South Asia,SAS,land,MAM,2085,
349,0.5,3.05,cccma_cgcm3_1_t6,CMIP3,A1B,South Asia,SAS,land,SON,2085,
350,0.03,2.8,cccma_cgcm3_1_t6,CMIP3,A1B,South Australia/New Zealand,SAU,land,ANN,2085,
351,-0.06,2.86,cccma_cgcm3_1_t6,CMIP3,A1B,South Australia/New Zealand,SAU,land,DJF,2085,
352,0.04,2.77,cccma_cgcm3_1_t6,CMIP3,A1B,South Australia/New Zealand,SAU,land,JJA,2085,
353,0.08,2.89,cccma_cgcm3_1_t6,CMIP3,A1B,South Australia/New Zealand,SAU,land,MAM,2085,
354,0.06,2.7,cccma_cgcm3_1_t6,CMIP3,A1B,South Australia/New Zealand,SAU,land,SON,2085,
355,0.4,2.69,cccma_cgcm3_1_t6,CMIP3,A1B,Southeast Asia (sea),SEA,sea,ANN,2085,
356,0.42,2.68,cccma_cgcm3_1_t6,CMIP3,A1B,Southeast Asia (sea),SEA,sea,DJF,2085,
357,0.36,2.71,cccma_cgcm3_1_t6,CMIP3,A1B,Southeast Asia (sea),SEA,sea,JJA,2085,
358,0.51,2.67,cccma_cgcm3_1_t6,CMIP3,A1B,Southeast Asia (sea),SEA,sea,MAM,2085,
359,0.3,2.72,cccma_cgcm3_1_t6,CMIP3,A1B,Southeast Asia (sea),SEA,sea,SON,2085,
360,0.26,2.99,cccma_cgcm3_1_t6,CMIP3,A1B,Southeastern South America,SSA,land,ANN,2085,
361,0.42,2.85,cccma_cgcm3_1_t6,CMIP3,A1B,Southeastern South America,SSA,land,DJF,2085,
362,0.19,3.17,cccma_cgcm3_1_t6,CMIP3,A1B,Southeastern South America,SSA,land,JJA,2085,
363,0.18,2.94,cccma_cgcm3_1_t6,CMIP3,A1B,Southeastern South America,SSA,land,MAM,2085,
364,0.22,2.99,cccma_cgcm3_1_t6,CMIP3,A1B,Southeastern South America,SSA,land,SON,2085,
365,0.17,3.94,cccma_cgcm3_1_t6,CMIP3,A1B,Tibetan Plateau,TIB,land,ANN,2085,
366,0.06,4.52,cccma_cgcm3_1_t6,CMIP3,A1B,Tibetan Plateau,TIB,land,DJF,2085,
367,0.27,4.03,cccma_cgcm3_1_t6,CMIP3,A1B,Tibetan Plateau,TIB,land,JJA,2085,
368,0.2,3.47,cccma_cgcm3_1_t6,CMIP3,A1B,Tibetan Plateau,TIB,land,MAM,2085,
369,0.15,3.76,cccma_cgcm3_1_t6,CMIP3,A1B,Tibetan Plateau,TIB,land,SON,2085,
370,-0.07,3.36,cccma_cgcm3_1_t6,CMIP3,A1B,West Africa,WAF,land,ANN,2085,
371,0.04,3.41,cccma_cgcm3_1_t6,CMIP3,A1B,West Africa,WAF,land,DJF,2085,
372,0.01,3.24,cccma_cgcm3_1_t6,CMIP3,A1B,West Africa,WAF,land,JJA,2085,
373,-0.24,3.39,cccma_cgcm3_1_t6,CMIP3,A1B,West Africa,WAF,land,MAM,2085,
374,-0.09,3.39,cccma_cgcm3_1_t6,CMIP3,A1B,West Africa,WAF,land,SON,2085,
375,0.02,4.0,cccma_cgcm3_1_t6,CMIP3,A1B,West Asia,WAS,land,ANN,2085,
376,0.08,3.73,cccma_cgcm3_1_t6,CMIP3,A1B,West Asia,WAS,land,DJF,2085,
377,0.01,4.05,cccma_cgcm3_1_t6,CMIP3,A1B,West Asia,WAS,land,JJA,2085,
378,-0.12,4.2,cccma_cgcm3_1_t6,CMIP3,A1B,West Asia,WAS,land,MAM,2085,
379,0.12,4.02,cccma_cgcm3_1_t6,CMIP3,A1B,West Asia,WAS,land,SON,2085,
380,0.21,3.53,cccma_cgcm3_1_t6,CMIP3,A1B,West North America,WNA,land,ANN,2085,
381,0.32,4.38,cccma_cgcm3_1_t6,CMIP3,A1B,West North America,WNA,land,DJF,2085,
382,0.07,3.32,cccma_cgcm3_1_t6,CMIP3,A1B,West North America,WNA,land,JJA,2085,
383,0.13,3.11,cccma_cgcm3_1_t6,CMIP3,A1B,West North America,WNA,land,MAM,2085,
384,0.31,3.32,cccma_cgcm3_1_t6,CMIP3,A1B,West North America,WNA,land,SON,2085,
385,-0.03,3.07,cccma_cgcm3_1_t6,CMIP3,A1B,West Coast South America,WSA,land,ANN,2085,
386,-0.03,3.09,cccma_cgcm3_1_t6,CMIP3,A1B,West Coast South America,WSA,land,DJF,2085,
387,0.01,2.99,cccma_cgcm3_1_t6,CMIP3,A1B,West Coast South America,WSA,land,JJA,2085,
388,-0.09,3.06,cccma_cgcm3_1_t6,CMIP3,A1B,West Coast South America,WSA,land,MAM,2085,
389,-0.02,3.12,cccma_cgcm3_1_t6,CMIP3,A1B,West Coast South America,WSA,land,SON,2085,
390,0.25,3.83,cnrm_cm3,CMIP3,A1B,Alaska/NW Canada,ALA,land,ANN,2085,
391,0.26,5.92,cnrm_cm3,CMIP3,A1B,Alaska/NW Canada,ALA,land,DJF,2085,
392,0.31,2.01,cnrm_cm3,CMIP3,A1B,Alaska/NW Canada,ALA,land,JJA,2085,
393,0.17,2.47,cnrm_cm3,CMIP3,A1B,Alaska/NW Canada,ALA,land,MAM,2085,
394,0.27,4.93,cnrm_cm3,CMIP3,A1B,Alaska/NW Canada,ALA,land,SON,2085,
395,0.05,3.56,cnrm_cm3,CMIP3,A1B,South America: Amazon,AMZ,land,ANN,2085,
396,0.04,3.69,cnrm_cm3,CMIP3,A1B,South America: Amazon,AMZ,land,DJF,2085,
397,-0.23,3.63,cnrm_cm3,CMIP3,A1B,South America: Amazon,AMZ,land,JJA,2085,
398,0.23,3.19,cnrm_cm3,CMIP3,A1B,South America: Amazon,AMZ,land,MAM,2085,
399,0.15,3.71,cnrm_cm3,CMIP3,A1B,South America: Amazon,AMZ,land,SON,2085,
400,-0.08,3.0,cnrm_cm3,CMIP3,A1B,Central America,CAM,land,ANN,2085,
401,-0.22,3.0,cnrm_cm3,CMIP3,A1B,Central America,CAM,land,DJF,2085,
402,-0.07,2.86,cnrm_cm3,CMIP3,A1B,Central America,CAM,land,JJA,2085,
403,-0.06,3.21,cnrm_cm3,CMIP3,A1B,Central America,CAM,land,MAM,2085,
404,0.01,2.95,cnrm_cm3,CMIP3,A1B,Central America,CAM,land,SON,2085,
405,0.02,3.96,cnrm_cm3,CMIP3,A1B,Central Asia,CAS,land,ANN,2085,
406,0.05,3.43,cnrm_cm3,CMIP3,A1B,Central Asia,CAS,land,DJF,2085,
407,0.02,4.3,cnrm_cm3,CMIP3,A1B,Central Asia,CAS,land,JJA,2085,
408,-0.12,4.48,cnrm_cm3,CMIP3,A1B,Central Asia,CAS,land,MAM,2085,
409,0.13,3.63,cnrm_cm3,CMIP3,A1B,Central Asia,CAS,land,SON,2085,
410,-0.19,3.13,cnrm_cm3,CMIP3,A1B,Central Europe,CEU,land,ANN,2085,
411,0.28,3.34,cnrm_cm3,CMIP3,A1B,Central Europe,CEU,land,DJF,2085,
412,-0.55,3.85,cnrm_cm3,CMIP3,A1B,Central Europe,CEU,land,JJA,2085,
413,-0.11,2.49,cnrm_cm3,CMIP3,A1B,Central Europe,CEU,land,MAM,2085,
414,-0.38,2.86,cnrm_cm3,CMIP3,A1B,Central Europe,CEU,land,SON,2085,
415,0.03,2.4,cnrm_cm3,CMIP3,A1B,High-latitudes: Canada/Greenland/Iceland,CGI,land,ANN,2085,
416,-0.09,3.52,cnrm_cm3,CMIP3,A1B,High-latitudes: Canada/Greenland/Iceland,CGI,land,DJF,2085,
417,0.09,1.62,cnrm_cm3,CMIP3,A1B,High-latitudes: Canada/Greenland/Iceland,CGI,land,JJA,2085,
418,0.0,1.5,cnrm_cm3,CMIP3,A1B,High-latitudes: Canada/Greenland/Iceland,CGI,land,MAM,2085,
419,0.11,2.97,cnrm_cm3,CMIP3,A1B,High-latitudes: Canada/Greenland/Iceland,CGI,land,SON,2085,
420,-0.18,4.18,cnrm_cm3,CMIP3,A1B,Central North America,CNA,land,ANN,2085,
421,0.01,4.05,cnrm_cm3,CMIP3,A1B,Central North America,CNA,land,DJF,2085,
422,-0.41,4.43,cnrm_cm3,CMIP3,A1B,Central North America,CNA,land,JJA,2085,
423,-0.01,3.87,cnrm_cm3,CMIP3,A1B,Central North America,CNA,land,MAM,2085,
424,-0.29,4.37,cnrm_cm3,CMIP3,A1B,Central North America,CNA,land,SON,2085,
425,0.44,3.35,cnrm_cm3,CMIP3,A1B,East Africa,EAF,land,ANN,2085,
426,0.79,3.47,cnrm_cm3,CMIP3,A1B,East Africa,EAF,land,DJF,2085,
427,-0.08,3.29,cnrm_cm3,CMIP3,A1B,East Africa,EAF,land,JJA,2085,
428,0.36,3.33,cnrm_cm3,CMIP3,A1B,East Africa,EAF,land,MAM,2085,
429,0.68,3.31,cnrm_cm3,CMIP3,A1B,East Africa,EAF,land,SON,2085,
430,0.1,3.17,cnrm_cm3,CMIP3,A1B,Eastern Asia,EAS,land,ANN,2085,
431,-0.01,3.64,cnrm_cm3,CMIP3,A1B,Eastern Asia,EAS,land,DJF,2085,
432,0.33,3.01,cnrm_cm3,CMIP3,A1B,Eastern Asia,EAS,land,JJA,2085,
433,0.05,3.22,cnrm_cm3,CMIP3,A1B,Eastern Asia,EAS,land,MAM,2085,
434,0.03,2.82,cnrm_cm3,CMIP3,A1B,Eastern Asia,EAS,land,SON,2085,
435,-0.02,2.69,cnrm_cm3,CMIP3,A1B,Eastern North America,ENA,land,ANN,2085,
436,0.07,2.71,cnrm_cm3,CMIP3,A1B,Eastern North America,ENA,land,DJF,2085,
437,-0.18,2.83,cnrm_cm3,CMIP3,A1B,Eastern North America,ENA,land,JJA,2085,
438,-0.11,2.29,cnrm_cm3,CMIP3,A1B,Eastern North America,ENA,land,MAM,2085,
439,0.15,2.93,cnrm_cm3,CMIP3,A1B,Eastern North America,ENA,land,SON,2085,
440,-0.21,3.21,cnrm_cm3,CMIP3,A1B,Southern Europe/Mediterranean,MED,land,ANN,2085,
441,-0.28,2.36,cnrm_cm3,CMIP3,A1B,Southern Europe/Mediterranean,MED,land,DJF,2085,
442,-0.16,4.26,cnrm_cm3,CMIP3,A1B,Southern Europe/Mediterranean,MED,land,JJA,2085,
443,-0.25,3.05,cnrm_cm3,CMIP3,A1B,Southern Europe/Mediterranean,MED,land,MAM,2085,
444,-0.17,3.16,cnrm_cm3,CMIP3,A1B,Southern Europe/Mediterranean,MED,land,SON,2085,
445,0.25,4.08,cnrm_cm3,CMIP3,A1B,North Asia,NAS,land,ANN,2085,
446,0.34,6.23,cnrm_cm3,CMIP3,A1B,North Asia,NAS,land,DJF,2085,
447,0.11,2.67,cnrm_cm3,CMIP3,A1B,North Asia,NAS,land,JJA,2085,
448,0.3,3.06,cnrm_cm3,CMIP3,A1B,North Asia,NAS,land,MAM,2085,
449,0.27,4.38,cnrm_cm3,CMIP3,A1B,North Asia,NAS,land,SON,2085,
450,0.17,2.89,cnrm_cm3,CMIP3,A1B,Australia/North Australia,NAU,land,ANN,2085,
451,0.27,2.99,cnrm_cm3,CMIP3,A1B,Australia/North Australia,NAU,land,DJF,2085,
452,-0.04,2.76,cnrm_cm3,CMIP3,A1B,Australia/North Australia,NAU,land,JJA,2085,
453,0.49,2.79,cnrm_cm3,CMIP3,A1B,Australia/North Australia,NAU,land,MAM,2085,
454,-0.06,3.01,cnrm_cm3,CMIP3,A1B,Australia/North Australia,NAU,land,SON,2085,
455,0.68,2.96,cnrm_cm3,CMIP3,A1B,Northeast Brazil,NEB,land,ANN,2085,
456,1.86,2.54,cnrm_cm3,CMIP3,A1B,Northeast Brazil,NEB,land,DJF,2085,
457,-0.09,3.32,cnrm_cm3,CMIP3,A1B,Northeast Brazil,NEB,land,JJA,2085,
458,0.16,2.81,cnrm_cm3,CMIP3,A1B,Northeast Brazil,NEB,land,MAM,2085,
459,0.8,3.16,cnrm_cm3,CMIP3,A1B,Northeast Brazil,NEB,land,SON,2085,
460,0.17,3.07,cnrm_cm3,CMIP3,A1B,Northern Europe,NEU,land,ANN,2085,
461,0.51,4.35,cnrm_cm3,CMIP3,A1B,Northern Europe,NEU,land,DJF,2085,
462,-0.08,2.32,cnrm_cm3,CMIP3,A1B,Northern Europe,NEU,land,JJA,2085,
463,0.14,2.68,cnrm_cm3,CMIP3,A1B,Northern Europe,NEU,land,MAM,2085,
464,0.11,2.91,cnrm_cm3,CMIP3,A1B,Northern Europe,NEU,land,SON,2085,
465,0.05,2.95,cnrm_cm3,CMIP3,A1B,Southern Africa,SAF,land,ANN,2085,
466,0.24,2.89,cnrm_cm3,CMIP3,A1B,Southern Africa,SAF,land,DJF,2085,
467,-0.06,2.97,cnrm_cm3,CMIP3,A1B,Southern Africa,SAF,land,JJA,2085,
468,0.23,2.81,cnrm_cm3,CMIP3,A1B,Southern Africa,SAF,land,MAM,2085,
469,-0.2,3.14,cnrm_cm3,CMIP3,A1B,Southern Africa,SAF,land,SON,2085,
470,0.04,3.69,cnrm_cm3,CMIP3,A1B,Africa: Sahara,SAH,land,ANN,2085,
471,-0.01,3.41,cnrm_cm3,CMIP3,A1B,Africa: Sahara,SAH,land,DJF,2085,
472,-0.03,4.01,cnrm_cm3,CMIP3,A1B,Africa: Sahara,SAH,land,JJA,2085,
473,-0.01,3.63,cnrm_cm3,CMIP3,A1B,Africa: Sahara,SAH,land,MAM,2085,
474,0.19,3.73,cnrm_cm3,CMIP3,A1B,Africa: Sahara,SAH,land,SON,2085,
475,0.45,2.93,cnrm_cm3,CMIP3,A1B,South Asia,SAS,land,ANN,2085,
476,-0.09,2.91,cnrm_cm3,CMIP3,A1B,South Asia,SAS,land,DJF,2085,
477,0.49,2.79,cnrm_cm3,CMIP3,A1B,South Asia,SAS,land,JJA,2085,
478,0.15,3.17,cnrm_cm3,CMIP3,A1B,South Asia,SAS,land,MAM,2085,
479,1.25,2.87,cnrm_cm3,CMIP3,A1B,South Asia,SAS,land,SON,2085,
480,-0.06,1.91,cnrm_cm3,CMIP3,A1B,South Australia/New Zealand,SAU,land,ANN,2085,
481,-0.08,1.77,cnrm_cm3,CMIP3,A1B,South Australia/New Zealand,SAU,land,DJF,2085,
482,-0.08,2.02,cnrm_cm3,CMIP3,A1B,South Australia/New Zealand,SAU,land,JJA,2085,
483,-0.1,1.95,cnrm_cm3,CMIP3,A1B,South Australia/New Zealand,SAU,land,MAM,2085,
484,0.04,1.89,cnrm_cm3,CMIP3,A1B,South Australia/New Zealand,SAU,land,SON,2085,
485,0.15,2.48,cnrm_cm3,CMIP3,A1B,Southeast Asia (sea),SEA,sea,ANN,2085,
486,0.02,2.47,cnrm_cm3,CMIP3,A1B,Southeast Asia (sea),SEA,sea,DJF,2085,
487,0.28,2.44,cnrm_cm3,CMIP3,A1B,Southeast Asia (sea),SEA,sea,JJA,2085,
488,0.25,2.52,cnrm_cm3,CMIP3,A1B,Southeast Asia (sea),SEA,sea,MAM,2085,
489,0.06,2.48,cnrm_cm3,CMIP3,A1B,Southeast Asia (sea),SEA,sea,SON,2085,
490,0.12,2.35,cnrm_cm3,CMIP3,A1B,Southeastern South America,SSA,land,ANN,2085,
491,0.11,2.47,cnrm_cm3,CMIP3,A1B,Southeastern South America,SSA,land,DJF,2085,
492,0.11,2.15,cnrm_cm3,CMIP3,A1B,Southeastern South America,SSA,land,JJA,2085,
493,0.23,2.28,cnrm_cm3,CMIP3,A1B,Southeastern South America,SSA,land,MAM,2085,
494,0.05,2.5,cnrm_cm3,CMIP3,A1B,Southeastern South America,SSA,land,SON,2085,
495,0.18,3.88,cnrm_cm3,CMIP3,A1B,Tibetan Plateau,TIB,land,ANN,2085,
496,0.13,4.11,cnrm_cm3,CMIP3,A1B,Tibetan Plateau,TIB,land,DJF,2085,
497,0.25,3.58,cnrm_cm3,CMIP3,A1B,Tibetan Plateau,TIB,land,JJA,2085,
498,0.22,4.05,cnrm_cm3,CMIP3,A1B,Tibetan Plateau,TIB,land,MAM,2085,
499,0.12,3.78,cnrm_cm3,CMIP3,A1B,Tibetan Plateau,TIB,land,SON,2085,
500,0.49,3.3,cnrm_cm3,CMIP3,A1B,West Africa,WAF,land,ANN,2085,
501,0.57,3.62,cnrm_cm3,CMIP3,A1B,West Africa,WAF,land,DJF,2085,
502,0.32,3.11,cnrm_cm3,CMIP3,A1B,West Africa,WAF,land,JJA,2085,
503,0.56,3.17,cnrm_cm3,CMIP3,A1B,West Africa,WAF,land,MAM,2085,
504,0.52,3.31,cnrm_cm3,CMIP3,A1B,West Africa,WAF,land,SON,2085,
505,0.02,3.77,cnrm_cm3,CMIP3,A1B,West Asia,WAS,land,ANN,2085,
506,0.03,3.25,cnrm_cm3,CMIP3,A1B,West Asia,WAS,land,DJF,2085,
507,-0.25,4.32,cnrm_cm3,CMIP3,A1B,West Asia,WAS,land,JJA,2085,
508,-0.06,3.92,cnrm_cm3,CMIP3,A1B,West Asia,WAS,land,MAM,2085,
509,0.35,3.59,cnrm_cm3,CMIP3,A1B,West Asia,WAS,land,SON,2085,
510,-0.04,2.93,cnrm_cm3,CMIP3,A1B,West North America,WNA,land,ANN,2085,
511,0.14,2.82,cnrm_cm3,CMIP3,A1B,West North America,WNA,land,DJF,2085,
512,-0.19,3.58,cnrm_cm3,CMIP3,A1B,West North America,WNA,land,JJA,2085,
513,-0.21,2.28,cnrm_cm3,CMIP3,A1B,West North America,WNA,land,MAM,2085,
