n,T,pr,Model,Activity,Scenario,Region,Label,Mask,Season,Year,
16603,-0.12,2.8,GFDL-CM3,CMIP5,RCP60,Northeast Brazil,NEB,land,JJA,2085,
16604,-0.23,2.97,GFDL-CM3,CMIP5,RCP60,Northeast Brazil,NEB,land,MAM,2085,
16605,-0.43,3.31,GFDL-CM3,CMIP5,RCP60,Northeast Brazil,NEB,land,SON,2085,
16606,0.32,4.79,GFDL-CM3,CMIP5,RCP60,Northern Europe,NEU,land,ANN,2085,
16607,0.49,4.78,GFDL-CM3,CMIP5,RCP60,Northern Europe,NEU,land,DJF,2085,
16608,0.03,5.3,GFDL-CM3,CMIP5,RCP60,Northern Europe,NEU,land,JJA,2085,
16609,0.24,4.45,GFDL-CM3,CMIP5,RCP60,Northern Europe,NEU,land,MAM,2085,
16610,0.52,4.64,GFDL-CM3,CMIP5,RCP60,Northern Europe,NEU,land,SON,2085,
16611,-0.13,2.94,GFDL-CM3,CMIP5,RCP60,Southern Africa,SAF,land,ANN,2085,
16612,0.07,2.99,GFDL-CM3,CMIP5,RCP60,Southern Africa,SAF,land,DJF,2085,
16613,-0.18,2.78,GFDL-CM3,CMIP5,RCP60,Southern Africa,SAF,land,JJA,2085,
16614,-0.01,2.86,GFDL-CM3,CMIP5,RCP60,Southern Africa,SAF,land,MAM,2085,
16615,-0.4,3.12,GFDL-CM3,CMIP5,RCP60,Southern Africa,SAF,land,SON,2085,
16616,0.05,4.38,GFDL-CM3,CMIP5,RCP60,Africa: Sahara,SAH,land,ANN,2085,
16617,-0.01,3.54,GFDL-CM3,CMIP5,RCP60,Africa: Sahara,SAH,land,DJF,2085,
16618,0.07,5.02,GFDL-CM3,CMIP5,RCP60,Africa: Sahara,SAH,land,JJA,2085,
16619,-0.0,4.03,GFDL-CM3,CMIP5,RCP60,Africa: Sahara,SAH,land,MAM,2085,
16620,0.14,4.95,GFDL-CM3,CMIP5,RCP60,Africa: Sahara,SAH,land,SON,2085,
16621,0.4,3.44,GFDL-CM3,CMIP5,RCP60,South Asia,SAS,land,ANN,2085,
16622,-0.13,3.4,GFDL-CM3,CMIP5,RCP60,South Asia,SAS,land,DJF,2085,
16623,0.57,3.42,GFDL-CM3,CMIP5,RCP60,South Asia,SAS,land,JJA,2085,
16624,-0.01,3.44,GFDL-CM3,CMIP5,RCP60,South Asia,SAS,land,MAM,2085,
16625,1.19,3.51,GFDL-CM3,CMIP5,RCP60,South Asia,SAS,land,SON,2085,
16626,-0.05,2.0,GFDL-CM3,CMIP5,RCP60,South Australia/New Zealand,SAU,land,ANN,2085,
16627,0.05,2.17,GFDL-CM3,CMIP5,RCP60,South Australia/New Zealand,SAU,land,DJF,2085,
16628,-0.05,1.91,GFDL-CM3,CMIP5,RCP60,South Australia/New Zealand,SAU,land,JJA,2085,
16629,-0.11,2.09,GFDL-CM3,CMIP5,RCP60,South Australia/New Zealand,SAU,land,MAM,2085,
16630,-0.09,1.83,GFDL-CM3,CMIP5,RCP60,South Australia/New Zealand,SAU,land,SON,2085,
16631,0.61,2.91,GFDL-CM3,CMIP5,RCP60,Southeast Asia (sea),SEA,sea,ANN,2085,
16632,0.39,2.97,GFDL-CM3,CMIP5,RCP60,Southeast Asia (sea),SEA,sea,DJF,2085,
16633,0.87,2.93,GFDL-CM3,CMIP5,RCP60,Southeast Asia (sea),SEA,sea,JJA,2085,
16634,0.61,2.88,GFDL-CM3,CMIP5,RCP60,Southeast Asia (sea),SEA,sea,MAM,2085,
16635,0.57,2.85,GFDL-CM3,CMIP5,RCP60,Southeast Asia (sea),SEA,sea,SON,2085,
16636,-0.09,2.8,GFDL-CM3,CMIP5,RCP60,Southeastern South America,SSA,land,ANN,2085,
16637,0.03,2.75,GFDL-CM3,CMIP5,RCP60,Southeastern South America,SSA,land,DJF,2085,
16638,-0.16,2.57,GFDL-CM3,CMIP5,RCP60,Southeastern South America,SSA,land,JJA,2085,
16639,0.2,2.42,GFDL-CM3,CMIP5,RCP60,Southeastern South America,SSA,land,MAM,2085,
16640,-0.43,3.46,GFDL-CM3,CMIP5,RCP60,Southeastern South America,SSA,land,SON,2085,
16641,0.42,5.45,GFDL-CM3,CMIP5,RCP60,Tibetan Plateau,TIB,land,ANN,2085,
16642,0.15,5.68,GFDL-CM3,CMIP5,RCP60,Tibetan Plateau,TIB,land,DJF,2085,
16643,0.88,6.2,GFDL-CM3,CMIP5,RCP60,Tibetan Plateau,TIB,land,JJA,2085,
16644,0.44,4.48,GFDL-CM3,CMIP5,RCP60,Tibetan Plateau,TIB,land,MAM,2085,
16645,0.22,5.46,GFDL-CM3,CMIP5,RCP60,Tibetan Plateau,TIB,land,SON,2085,
16646,0.12,3.26,GFDL-CM3,CMIP5,RCP60,West Africa,WAF,land,ANN,2085,
16647,0.33,3.19,GFDL-CM3,CMIP5,RCP60,West Africa,WAF,land,DJF,2085,
16648,-0.21,3.39,GFDL-CM3,CMIP5,RCP60,West Africa,WAF,land,JJA,2085,
16649,0.09,3.36,GFDL-CM3,CMIP5,RCP60,West Africa,WAF,land,MAM,2085,
16650,0.27,3.1,GFDL-CM3,CMIP5,RCP60,West Africa,WAF,land,SON,2085,
16651,0.1,4.77,GFDL-CM3,CMIP5,RCP60,West Asia,WAS,land,ANN,2085,
16652,0.07,3.91,GFDL-CM3,CMIP5,RCP60,West Asia,WAS,land,DJF,2085,
16653,0.03,5.72,GFDL-CM3,CMIP5,RCP60,West Asia,WAS,land,JJA,2085,
16654,0.08,4.39,GFDL-CM3,CMIP5,RCP60,West Asia,WAS,land,MAM,2085,
16655,0.22,5.07,GFDL-CM3,CMIP5,RCP60,West Asia,WAS,land,SON,2085,
16656,0.19,4.2,GFDL-CM3,CMIP5,RCP60,West North America,WNA,land,ANN,2085,
16657,0.19,3.63,GFDL-CM3,CMIP5,RCP60,West North America,WNA,land,DJF,2085,
16658,0.08,4.9,GFDL-CM3,CMIP5,RCP60,West North America,WNA,land,JJA,2085,
16659,0.33,4.11,GFDL-CM3,CMIP5,RCP60,West North America,WNA,land,MAM,2085,
16660,0.15,4.16,GFDL-CM3,CMIP5,RCP60,West North America,WNA,land,SON,2085,
16661,-0.24,2.8,GFDL-CM3,CMIP5,RCP60,West Coast South America,WSA,land,ANN,2085,
16662,-0.22,2.61,GFDL-CM3,CMIP5,RCP60,West Coast South America,WSA,land,DJF,2085,
16663,-0.18,2.82,GFDL-CM3,CMIP5,RCP60,West Coast South America,WSA,land,JJA,2085,
16664,-0.18,2.47,GFDL-CM3,CMIP5,RCP60,West Coast South America,WSA,land,MAM,2085,
16665,-0.39,3.31,GFDL-CM3,CMIP5,RCP60,West Coast South America,WSA,land,SON,2085,
16666,0.23,3.78,GFDL-ESM2G,CMIP5,RCP60,Alaska/NW Canada,ALA,land,ANN,2085,
16667,0.27,6.49,GFDL-ESM2G,CMIP5,RCP60,Alaska/NW Canada,ALA,land,DJF,2085,
16668,0.15,2.04,GFDL-ESM2G,CMIP5,RCP60,Alaska/NW Canada,ALA,land,JJA,2085,
16669,0.16,3.15,GFDL-ESM2G,CMIP5,RCP60,Alaska/NW Canada,ALA,land,MAM,2085,
16670,0.33,3.44,GFDL-ESM2G,CMIP5,RCP60,Alaska/NW Canada,ALA,land,SON,2085,
16671,0.07,2.45,GFDL-ESM2G,CMIP5,RCP60,South America: Amazon,AMZ,land,ANN,2085,
16672,0.15,2.18,GFDL-ESM2G,CMIP5,RCP60,South America: Amazon,AMZ,land,DJF,2085,
16673,-0.14,2.53,GFDL-ESM2G,CMIP5,RCP60,South America: Amazon,AMZ,land,JJA,2085,
16674,0.49,2.09,GFDL-ESM2G,CMIP5,RCP60,South America: Amazon,AMZ,land,MAM,2085,
16675,-0.22,2.99,GFDL-ESM2G,CMIP5,RCP60,South America: Amazon,AMZ,land,SON,2085,
16676,0.01,2.0,GFDL-ESM2G,CMIP5,RCP60,Central America,CAM,land,ANN,2085,
16677,0.14,1.81,GFDL-ESM2G,CMIP5,RCP60,Central America,CAM,land,DJF,2085,
16678,-0.1,2.08,GFDL-ESM2G,CMIP5,RCP60,Central America,CAM,land,JJA,2085,
16679,-0.05,1.98,GFDL-ESM2G,CMIP5,RCP60,Central America,CAM,land,MAM,2085,
16680,0.05,2.14,GFDL-ESM2G,CMIP5,RCP60,Central America,CAM,land,SON,2085,
16681,-0.0,3.16,GFDL-ESM2G,CMIP5,RCP60,Central Asia,CAS,land,ANN,2085,
16682,-0.06,3.12,GFDL-ESM2G,CMIP5,RCP60,Central Asia,CAS,land,DJF,2085,
16683,0.04,3.12,GFDL-ESM2G,CMIP5,RCP60,Central Asia,CAS,land,JJA,2085,
16684,0.05,3.23,GFDL-ESM2G,CMIP5,RCP60,Central Asia,CAS,land,MAM,2085,
16685,-0.04,3.18,GFDL-ESM2G,CMIP5,RCP60,Central Asia,CAS,land,SON,2085,
16686,-0.03,2.15,GFDL-ESM2G,CMIP5,RCP60,Central Europe,CEU,land,ANN,2085,
16687,0.24,2.66,GFDL-ESM2G,CMIP5,RCP60,Central Europe,CEU,land,DJF,2085,
16688,-0.2,2.2,GFDL-ESM2G,CMIP5,RCP60,Central Europe,CEU,land,JJA,2085,
16689,0.0,1.73,GFDL-ESM2G,CMIP5,RCP60,Central Europe,CEU,land,MAM,2085,
16690,-0.15,2.0,GFDL-ESM2G,CMIP5,RCP60,Central Europe,CEU,land,SON,2085,
16691,0.14,2.58,GFDL-ESM2G,CMIP5,RCP60,High-latitudes: Canada/Greenland/Iceland,CGI,land,ANN,2085,
16692,0.06,3.88,GFDL-ESM2G,CMIP5,RCP60,High-latitudes: Canada/Greenland/Iceland,CGI,land,DJF,2085,
16693,0.17,1.54,GFDL-ESM2G,CMIP5,RCP60,High-latitudes: Canada/Greenland/Iceland,CGI,land,JJA,2085,
16694,0.13,1.97,GFDL-ESM2G,CMIP5,RCP60,High-latitudes: Canada/Greenland/Iceland,CGI,land,MAM,2085,
16695,0.21,2.92,GFDL-ESM2G,CMIP5,RCP60,High-latitudes: Canada/Greenland/Iceland,CGI,land,SON,2085,
16696,0.06,2.91,GFDL-ESM2G,CMIP5,RCP60,Central North America,CNA,land,ANN,2085,
16697,0.15,2.89,GFDL-ESM2G,CMIP5,RCP60,Central North America,CNA,land,DJF,2085,
16698,-0.05,2.99,GFDL-ESM2G,CMIP5,RCP60,Central North America,CNA,land,JJA,2085,
16699,0.15,2.57,GFDL-ESM2G,CMIP5,RCP60,Central North America,CNA,land,MAM,2085,
16700,-0.02,3.18,GFDL-ESM2G,CMIP5,RCP60,Central North America,CNA,land,SON,2085,
16701,-0.03,2.46,GFDL-ESM2G,CMIP5,RCP60,East Africa,EAF,land,ANN,2085,
16702,0.06,2.29,GFDL-ESM2G,CMIP5,RCP60,East Africa,EAF,land,DJF,2085,
16703,-0.1,2.56,GFDL-ESM2G,CMIP5,RCP60,East Africa,EAF,land,JJA,2085,
16704,-0.19,2.51,GFDL-ESM2G,CMIP5,RCP60,East Africa,EAF,land,MAM,2085,
16705,0.1,2.49,GFDL-ESM2G,CMIP5,RCP60,East Africa,EAF,land,SON,2085,
16706,0.05,2.27,GFDL-ESM2G,CMIP5,RCP60,Eastern Asia,EAS,land,ANN,2085,
16707,-0.11,2.34,GFDL-ESM2G,CMIP5,RCP60,Eastern Asia,EAS,land,DJF,2085,
16708,0.3,2.41,GFDL-ESM2G,CMIP5,RCP60,Eastern Asia,EAS,land,JJA,2085,
16709,0.01,2.05,GFDL-ESM2G,CMIP5,RCP60,Eastern Asia,EAS,land,MAM,2085,
16710,0.01,2.29,GFDL-ESM2G,CMIP5,RCP60,Eastern Asia,EAS,land,SON,2085,
16711,0.07,2.39,GFDL-ESM2G,CMIP5,RCP60,Eastern North America,ENA,land,ANN,2085,
16712,0.27,2.47,GFDL-ESM2G,CMIP5,RCP60,Eastern North America,ENA,land,DJF,2085,
16713,-0.03,2.38,GFDL-ESM2G,CMIP5,RCP60,Eastern North America,ENA,land,JJA,2085,
16714,-0.03,2.17,GFDL-ESM2G,CMIP5,RCP60,Eastern North America,ENA,land,MAM,2085,
16715,0.07,2.55,GFDL-ESM2G,CMIP5,RCP60,Eastern North America,ENA,land,SON,2085,
16716,-0.16,2.25,GFDL-ESM2G,CMIP5,RCP60,Southern Europe/Mediterranean,MED,land,ANN,2085,
16717,-0.17,1.96,GFDL-ESM2G,CMIP5,RCP60,Southern Europe/Mediterranean,MED,land,DJF,2085,
16718,-0.14,2.92,GFDL-ESM2G,CMIP5,RCP60,Southern Europe/Mediterranean,MED,land,JJA,2085,
16719,-0.14,1.86,GFDL-ESM2G,CMIP5,RCP60,Southern Europe/Mediterranean,MED,land,MAM,2085,
16720,-0.18,2.27,GFDL-ESM2G,CMIP5,RCP60,Southern Europe/Mediterranean,MED,land,SON,2085,
16721,0.24,3.77,GFDL-ESM2G,CMIP5,RCP60,North Asia,NAS,land,ANN,2085,
16722,0.31,5.59,GFDL-ESM2G,CMIP5,RCP60,North Asia,NAS,land,DJF,2085,
16723,0.19,2.32,GFDL-ESM2G,CMIP5,RCP60,North Asia,NAS,land,JJA,2085,
16724,0.2,3.43,GFDL-ESM2G,CMIP5,RCP60,North Asia,NAS,land,MAM,2085,
16725,0.25,3.77,GFDL-ESM2G,CMIP5,RCP60,North Asia,NAS,land,SON,2085,
16726,0.06,2.12,GFDL-ESM2G,CMIP5,RCP60,Australia/North Australia,NAU,land,ANN,2085,
16727,0.27,1.87,GFDL-ESM2G,CMIP5,RCP60,Australia/North Australia,NAU,land,DJF,2085,
16728,-0.09,2.3,GFDL-ESM2G,CMIP5,RCP60,Australia/North Australia,NAU,land,JJA,2085,
16729,-0.17,2.01,GFDL-ESM2G,CMIP5,RCP60,Australia/North Australia,NAU,land,MAM,2085,
16730,0.23,2.3,GFDL-ESM2G,CMIP5,RCP60,Australia/North Australia,NAU,land,SON,2085,
16731,-0.36,2.2,GFDL-ESM2G,CMIP5,RCP60,Northeast Brazil,NEB,land,ANN,2085,
16732,-0.7,2.32,GFDL-ESM2G,CMIP5,RCP60,Northeast Brazil,NEB,land,DJF,2085,
16733,-0.14,2.01,GFDL-ESM2G,CMIP5,RCP60,Northeast Brazil,NEB,land,JJA,2085,
16734,-0.38,2.25,GFDL-ESM2G,CMIP5,RCP60,Northeast Brazil,NEB,land,MAM,2085,
16735,-0.22,2.23,GFDL-ESM2G,CMIP5,RCP60,Northeast Brazil,NEB,land,SON,2085,
16736,0.18,2.61,GFDL-ESM2G,CMIP5,RCP60,Northern Europe,NEU,land,ANN,2085,
16737,0.28,3.23,GFDL-ESM2G,CMIP5,RCP60,Northern Europe,NEU,land,DJF,2085,
16738,0.06,2.31,GFDL-ESM2G,CMIP5,RCP60,Northern Europe,NEU,land,JJA,2085,
16739,0.13,2.16,GFDL-ESM2G,CMIP5,RCP60,Northern Europe,NEU,land,MAM,2085,
16740,0.25,2.74,GFDL-ESM2G,CMIP5,RCP60,Northern Europe,NEU,land,SON,2085,
16741,-0.1,1.78,GFDL-ESM2G,CMIP5,RCP60,Southern Africa,SAF,land,ANN,2085,
16742,-0.01,1.69,GFDL-ESM2G,CMIP5,RCP60,Southern Africa,SAF,land,DJF,2085,
16743,-0.1,1.78,GFDL-ESM2G,CMIP5,RCP60,Southern Africa,SAF,land,JJA,2085,
16744,-0.03,1.81,GFDL-ESM2G,CMIP5,RCP60,Southern Africa,SAF,land,MAM,2085,
16745,-0.25,1.84,GFDL-ESM2G,CMIP5,RCP60,Southern Africa,SAF,land,SON,2085,
16746,0.0,2.82,GFDL-ESM2G,CMIP5,RCP60,Africa: Sahara,SAH,land,ANN,2085,
16747,-0.02,2.56,GFDL-ESM2G,CMIP5,RCP60,Africa: Sahara,SAH,land,DJF,2085,
16748,0.02,2.87,GFDL-ESM2G,CMIP5,RCP60,Africa: Sahara,SAH,land,JJA,2085,
16749,-0.08,2.71,GFDL-ESM2G,CMIP5,RCP60,Africa: Sahara,SAH,land,MAM,2085,
16750,0.08,3.15,GFDL-ESM2G,CMIP5,RCP60,Africa: Sahara,SAH,land,SON,2085,
16751,0.18,2.14,GFDL-ESM2G,CMIP5,RCP60,South Asia,SAS,land,ANN,2085,
16752,0.03,1.94,GFDL-ESM2G,CMIP5,RCP60,South Asia,SAS,land,DJF,2085,
16753,0.33,2.15,GFDL-ESM2G,CMIP5,RCP60,South Asia,SAS,land,JJA,2085,
16754,0.04,2.3,GFDL-ESM2G,CMIP5,RCP60,South Asia,SAS,land,MAM,2085,
16755,0.31,2.18,GFDL-ESM2G,CMIP5,RCP60,South Asia,SAS,land,SON,2085,
16756,-0.06,1.12,GFDL-ESM2G,CMIP5,RCP60,South Australia/New Zealand,SAU,land,ANN,2085,
16757,0.02,1.13,GFDL-ESM2G,CMIP5,RCP60,South Australia/New Zealand,SAU,land,DJF,2085,
16758,-0.09,1.09,GFDL-ESM2G,CMIP5,RCP60,South Australia/New Zealand,SAU,land,JJA,2085,
16759,-0.09,1.13,GFDL-ESM2G,CMIP5,RCP60,South Australia/New Zealand,SAU,land,MAM,2085,
16760,-0.07,1.12,GFDL-ESM2G,CMIP5,RCP60,South Australia/New Zealand,SAU,land,SON,2085,
16761,0.66,1.8,GFDL-ESM2G,CMIP5,RCP60,Southeast Asia (sea),SEA,sea,ANN,2085,
16762,0.77,1.72,GFDL-ESM2G,CMIP5,RCP60,Southeast Asia (sea),SEA,sea,DJF,2085,
16763,0.68,1.84,GFDL-ESM2G,CMIP5,RCP60,Southeast Asia (sea),SEA,sea,JJA,2085,
16764,0.62,1.82,GFDL-ESM2G,CMIP5,RCP60,Southeast Asia (sea),SEA,sea,MAM,2085,
16765,0.57,1.81,GFDL-ESM2G,CMIP5,RCP60,Southeast Asia (sea),SEA,sea,SON,2085,
16766,-0.0,1.71,GFDL-ESM2G,CMIP5,RCP60,Southeastern South America,SSA,land,ANN,2085,
16767,0.09,1.52,GFDL-ESM2G,CMIP5,RCP60,Southeastern South America,SSA,land,DJF,2085,
16768,-0.08,1.8,GFDL-ESM2G,CMIP5,RCP60,Southeastern South America,SSA,land,JJA,2085,
16769,0.06,1.56,GFDL-ESM2G,CMIP5,RCP60,Southeastern South America,SSA,land,MAM,2085,
16770,-0.07,1.97,GFDL-ESM2G,CMIP5,RCP60,Southeastern South America,SSA,land,SON,2085,
16771,0.19,2.77,GFDL-ESM2G,CMIP5,RCP60,Tibetan Plateau,TIB,land,ANN,2085,
16772,0.06,2.79,GFDL-ESM2G,CMIP5,RCP60,Tibetan Plateau,TIB,land,DJF,2085,
16773,0.25,2.96,GFDL-ESM2G,CMIP5,RCP60,Tibetan Plateau,TIB,land,JJA,2085,
16774,0.27,2.65,GFDL-ESM2G,CMIP5,RCP60,Tibetan Plateau,TIB,land,MAM,2085,
16775,0.19,2.7,GFDL-ESM2G,CMIP5,RCP60,Tibetan Plateau,TIB,land,SON,2085,
16776,0.1,2.18,GFDL-ESM2G,CMIP5,RCP60,West Africa,WAF,land,ANN,2085,
16777,-0.07,2.12,GFDL-ESM2G,CMIP5,RCP60,West Africa,WAF,land,DJF,2085,
16778,0.18,2.21,GFDL-ESM2G,CMIP5,RCP60,West Africa,WAF,land,JJA,2085,
16779,0.09,2.27,GFDL-ESM2G,CMIP5,RCP60,West Africa,WAF,land,MAM,2085,
16780,0.21,2.13,GFDL-ESM2G,CMIP5,RCP60,West Africa,WAF,land,SON,2085,
16781,-0.03,2.84,GFDL-ESM2G,CMIP5,RCP60,West Asia,WAS,land,ANN,2085,
16782,-0.05,2.72,GFDL-ESM2G,CMIP5,RCP60,West Asia,WAS,land,DJF,2085,
16783,-0.05,2.91,GFDL-ESM2G,CMIP5,RCP60,West Asia,WAS,land,JJA,2085,
16784,0.02,2.76,GFDL-ESM2G,CMIP5,RCP60,West Asia,WAS,land,MAM,2085,
16785,-0.04,2.98,GFDL-ESM2G,CMIP5,RCP60,West Asia,WAS,land,SON,2085,
16786,0.13,2.65,GFDL-ESM2G,CMIP5,RCP60,West North America,WNA,land,ANN,2085,
16787,0.22,3.17,GFDL-ESM2G,CMIP5,RCP60,West North America,WNA,land,DJF,2085,
16788,0.06,2.56,GFDL-ESM2G,CMIP5,RCP60,West North America,WNA,land,JJA,2085,
16789,0.08,2.42,GFDL-ESM2G,CMIP5,RCP60,West North America,WNA,land,MAM,2085,
16790,0.16,2.46,GFDL-ESM2G,CMIP5,RCP60,West North America,WNA,land,SON,2085,
16791,-0.07,1.91,GFDL-ESM2G,CMIP5,RCP60,West Coast South America,WSA,land,ANN,2085,
16792,0.08,1.8,GFDL-ESM2G,CMIP5,RCP60,West Coast South America,WSA,land,DJF,2085,
16793,-0.17,1.93,GFDL-ESM2G,CMIP5,RCP60,West Coast South America,WSA,land,JJA,2085,
16794,0.06,1.77,GFDL-ESM2G,CMIP5,RCP60,West Coast South America,WSA,land,MAM,2085,
16795,-0.23,2.13,GFDL-ESM2G,CMIP5,RCP60,West Coast South America,WSA,land,SON,2085,
16796,0.27,3.62,GFDL-ESM2M,CMIP5,RCP60,Alaska/NW Canada,ALA,land,ANN,2085,
16797,0.33,6.19,GFDL-ESM2M,CMIP5,RCP60,Alaska/NW Canada,ALA,land,DJF,2085,
16798,0.21,1.57,GFDL-ESM2M,CMIP5,RCP60,Alaska/NW Canada,ALA,land,JJA,2085,
16799,0.16,3.14,GFDL-ESM2M,CMIP5,RCP60,Alaska/NW Canada,ALA,land,MAM,2085,
16800,0.36,3.58,GFDL-ESM2M,CMIP5,RCP60,Alaska/NW Canada,ALA,land,SON,2085,
16801,0.06,2.45,GFDL-ESM2M,CMIP5,RCP60,South America: Amazon,AMZ,land,ANN,2085,
16802,0.22,2.14,GFDL-ESM2M,CMIP5,RCP60,South America: Amazon,AMZ,land,DJF,2085,
16803,-0.22,2.38,GFDL-ESM2M,CMIP5,RCP60,South America: Amazon,AMZ,land,JJA,2085,
16804,0.58,2.06,GFDL-ESM2M,CMIP5,RCP60,South America: Amazon,AMZ,land,MAM,2085,
16805,-0.32,3.2,GFDL-ESM2M,CMIP5,RCP60,South America: Amazon,AMZ,land,SON,2085,
16806,0.13,2.06,GFDL-ESM2M,CMIP5,RCP60,Central America,CAM,land,ANN,2085,
16807,0.01,1.95,GFDL-ESM2M,CMIP5,RCP60,Central America,CAM,land,DJF,2085,
16808,0.1,2.18,GFDL-ESM2M,CMIP5,RCP60,Central America,CAM,land,JJA,2085,
16809,0.07,1.91,GFDL-ESM2M,CMIP5,RCP60,Central America,CAM,land,MAM,2085,
16810,0.36,2.21,GFDL-ESM2M,CMIP5,RCP60,Central America,CAM,land,SON,2085,
16811,0.03,3.0,GFDL-ESM2M,CMIP5,RCP60,Central Asia,CAS,land,ANN,2085,
16812,0.07,2.77,GFDL-ESM2M,CMIP5,RCP60,Central Asia,CAS,land,DJF,2085,
16813,-0.0,2.84,GFDL-ESM2M,CMIP5,RCP60,Central Asia,CAS,land,JJA,2085,
16814,0.03,3.03,GFDL-ESM2M,CMIP5,RCP60,Central Asia,CAS,land,MAM,2085,
16815,0.04,3.38,GFDL-ESM2M,CMIP5,RCP60,Central Asia,CAS,land,SON,2085,
16816,0.09,2.36,GFDL-ESM2M,CMIP5,RCP60,Central Europe,CEU,land,ANN,2085,
16817,0.2,3.33,GFDL-ESM2M,CMIP5,RCP60,Central Europe,CEU,land,DJF,2085,
16818,-0.08,1.82,GFDL-ESM2M,CMIP5,RCP60,Central Europe,CEU,land,JJA,2085,
16819,0.25,1.9,GFDL-ESM2M,CMIP5,RCP60,Central Europe,CEU,land,MAM,2085,
16820,0.01,2.39,GFDL-ESM2M,CMIP5,RCP60,Central Europe,CEU,land,SON,2085,
16821,0.11,2.54,GFDL-ESM2M,CMIP5,RCP60,High-latitudes: Canada/Greenland/Iceland,CGI,land,ANN,2085,
16822,0.09,3.65,GFDL-ESM2M,CMIP5,RCP60,High-latitudes: Canada/Greenland/Iceland,CGI,land,DJF,2085,
16823,0.14,1.28,GFDL-ESM2M,CMIP5,RCP60,High-latitudes: Canada/Greenland/Iceland,CGI,land,JJA,2085,
16824,0.04,2.5,GFDL-ESM2M,CMIP5,RCP60,High-latitudes: Canada/Greenland/Iceland,CGI,land,MAM,2085,
16825,0.15,2.73,GFDL-ESM2M,CMIP5,RCP60,High-latitudes: Canada/Greenland/Iceland,CGI,land,SON,2085,
16826,0.08,2.6,GFDL-ESM2M,CMIP5,RCP60,Central North America,CNA,land,ANN,2085,
16827,0.12,2.4,GFDL-ESM2M,CMIP5,RCP60,Central North America,CNA,land,DJF,2085,
16828,0.07,2.6,GFDL-ESM2M,CMIP5,RCP60,Central North America,CNA,land,JJA,2085,
16829,0.18,2.44,GFDL-ESM2M,CMIP5,RCP60,Central North America,CNA,land,MAM,2085,
16830,-0.06,2.96,GFDL-ESM2M,CMIP5,RCP60,Central North America,CNA,land,SON,2085,
16831,0.04,2.53,GFDL-ESM2M,CMIP5,RCP60,East Africa,EAF,land,ANN,2085,
16832,0.26,2.29,GFDL-ESM2M,CMIP5,RCP60,East Africa,EAF,land,DJF,2085,
16833,-0.29,2.79,GFDL-ESM2M,CMIP5,RCP60,East Africa,EAF,land,JJA,2085,
16834,-0.04,2.45,GFDL-ESM2M,CMIP5,RCP60,East Africa,EAF,land,MAM,2085,
16835,0.23,2.59,GFDL-ESM2M,CMIP5,RCP60,East Africa,EAF,land,SON,2085,
16836,0.1,2.46,GFDL-ESM2M,CMIP5,RCP60,Eastern Asia,EAS,land,ANN,2085,
16837,0.06,2.7,GFDL-ESM2M,CMIP5,RCP60,Eastern Asia,EAS,land,DJF,2085,
16838,0.28,2.34,GFDL-ESM2M,CMIP5,RCP60,Eastern Asia,EAS,land,JJA,2085,
16839,0.06,2.18,GFDL-ESM2M,CMIP5,RCP60,Eastern Asia,EAS,land,MAM,2085,
16840,0.0,2.61,GFDL-ESM2M,CMIP5,RCP60,Eastern Asia,EAS,land,SON,2085,
16841,0.01,2.26,GFDL-ESM2M,CMIP5,RCP60,Eastern North America,ENA,land,ANN,2085,
16842,-0.04,2.24,GFDL-ESM2M,CMIP5,RCP60,Eastern North America,ENA,land,DJF,2085,
16843,0.03,2.34,GFDL-ESM2M,CMIP5,RCP60,Eastern North America,ENA,land,JJA,2085,
16844,-0.06,2.02,GFDL-ESM2M,CMIP5,RCP60,Eastern North America,ENA,land,MAM,2085,
16845,0.1,2.44,GFDL-ESM2M,CMIP5,RCP60,Eastern North America,ENA,land,SON,2085,
16846,-0.25,2.42,GFDL-ESM2M,CMIP5,RCP60,Southern Europe/Mediterranean,MED,land,ANN,2085,
16847,-0.3,1.95,GFDL-ESM2M,CMIP5,RCP60,Southern Europe/Mediterranean,MED,land,DJF,2085,
16848,-0.25,3.1,GFDL-ESM2M,CMIP5,RCP60,Southern Europe/Mediterranean,MED,land,JJA,2085,
16849,-0.1,2.13,GFDL-ESM2M,CMIP5,RCP60,Southern Europe/Mediterranean,MED,land,MAM,2085,
16850,-0.33,2.51,GFDL-ESM2M,CMIP5,RCP60,Southern Europe/Mediterranean,MED,land,SON,2085,
16851,0.24,3.39,GFDL-ESM2M,CMIP5,RCP60,North Asia,NAS,land,ANN,2085,
16852,0.22,5.55,GFDL-ESM2M,CMIP5,RCP60,North Asia,NAS,land,DJF,2085,
16853,0.29,1.76,GFDL-ESM2M,CMIP5,RCP60,North Asia,NAS,land,JJA,2085,
16854,0.19,2.9,GFDL-ESM2M,CMIP5,RCP60,North Asia,NAS,land,MAM,2085,
16855,0.27,3.37,GFDL-ESM2M,CMIP5,RCP60,North Asia,NAS,land,SON,2085,
16856,-0.29,2.54,GFDL-ESM2M,CMIP5,RCP60,Australia/North Australia,NAU,land,ANN,2085,
16857,-0.16,2.44,GFDL-ESM2M,CMIP5,RCP60,Australia/North Australia,NAU,land,DJF,2085,
